area_fips,year,qtr,area_title,own_title,month,date,year_decimal,emplvl_limited,State,min_wage,mw_increase,emplvl_all,year_2018,proportion_limited
29013,2017,1,"Bates County, Missouri",Private,3,2017-03-01,2017.1666666666667,159,MO,7.7,0,2543,0,0.06252457727093984
29021,2017,1,"Buchanan County, Missouri",Private,3,2017-03-01,2017.1666666666667,1598,MO,7.7,0,40859,0,0.03911011037959813
29037,2017,1,"Cass County, Missouri",Private,3,2017-03-01,2017.1666666666667,1335,MO,7.7,0,20939,0,0.06375662639094512
29047,2017,1,"Clay County, Missouri",Private,3,2017-03-01,2017.1666666666667,3680,MO,7.7,0,86945,0,0.04232560814307896
29095,2017,1,"Jackson County, Missouri",Private,3,2017-03-01,2017.1666666666667,11924,MO,7.7,0,306267,0,0.03893334900593273
29097,2017,1,"Jasper County, Missouri",Private,3,2017-03-01,2017.1666666666667,2404,MO,7.7,0,54033,0,0.044491329372790704
29145,2017,1,"Newton County, Missouri",Private,3,2017-03-01,2017.1666666666667,726,MO,7.7,0,14090,0,0.051525904897090136
29165,2017,1,"Platte County, Missouri",Private,3,2017-03-01,2017.1666666666667,1659,MO,7.7,0,40806,0,0.0406557859138362
29217,2017,1,"Vernon County, Missouri",Private,3,2017-03-01,2017.1666666666667,287,MO,7.7,0,5349,0,0.053654888764255004
20005,2017,2,"Atchison County, Kansas",Private,1,2017-04-01,2017.25,225,KS,7.25,0,4655,0,0.04833512352309345
20011,2017,2,"Bourbon County, Kansas",Private,1,2017-04-01,2017.25,258,KS,7.25,0,5218,0,0.049444231506324265
20013,2017,2,"Brown County, Kansas",Private,1,2017-04-01,2017.25,117,KS,7.25,0,3561,0,0.03285593934288121
20021,2017,2,"Cherokee County, Kansas",Private,1,2017-04-01,2017.25,250,KS,7.25,0,4409,0,0.05670220004536176
20091,2017,2,"Johnson County, Kansas",Private,1,2017-04-01,2017.25,8547,KS,7.25,0,308002,0,0.027749819806364893
20103,2017,2,"Leavenworth County, Kansas",Private,1,2017-04-01,2017.25,707,KS,7.25,0,13250,0,0.05335849056603774
20209,2017,2,"Wyandotte County, Kansas",Private,1,2017-04-01,2017.25,2219,KS,7.25,0,74500,0,0.02978523489932886
29011,2017,2,"Barton County, Missouri",Private,1,2017-04-01,2017.25,184,MO,7.7,0,2314,0,0.07951598962834917
29013,2017,2,"Bates County, Missouri",Private,1,2017-04-01,2017.25,166,MO,7.7,0,2566,0,0.0646921278254092
29021,2017,2,"Buchanan County, Missouri",Private,1,2017-04-01,2017.25,1606,MO,7.7,0,41000,0,0.03917073170731707
29037,2017,2,"Cass County, Missouri",Private,1,2017-04-01,2017.25,1345,MO,7.7,0,21174,0,0.06352129970718806
29047,2017,2,"Clay County, Missouri",Private,1,2017-04-01,2017.25,3755,MO,7.7,0,88707,0,0.042330368516577045
29095,2017,2,"Jackson County, Missouri",Private,1,2017-04-01,2017.25,11975,MO,7.7,0,310763,0,0.03853418843298591
29097,2017,2,"Jasper County, Missouri",Private,1,2017-04-01,2017.25,2477,MO,7.7,0,54237,0,0.04566993012150377
29145,2017,2,"Newton County, Missouri",Private,1,2017-04-01,2017.25,703,MO,7.7,0,14234,0,0.04938878741042574
29165,2017,2,"Platte County, Missouri",Private,1,2017-04-01,2017.25,1675,MO,7.7,0,41323,0,0.04053432713016964
29217,2017,2,"Vernon County, Missouri",Private,1,2017-04-01,2017.25,277,MO,7.7,0,5434,0,0.05097534044902466
20005,2017,2,"Atchison County, Kansas",Private,2,2017-05-01,2017.3333333333333,239,KS,7.25,0,4689,0,0.0509703561526978
20011,2017,2,"Bourbon County, Kansas",Private,2,2017-05-01,2017.3333333333333,271,KS,7.25,0,5167,0,0.052448229146506674
20013,2017,2,"Brown County, Kansas",Private,2,2017-05-01,2017.3333333333333,112,KS,7.25,0,3574,0,0.03133743704532736
20021,2017,2,"Cherokee County, Kansas",Private,2,2017-05-01,2017.3333333333333,260,KS,7.25,0,4363,0,0.05959202383680953
20091,2017,2,"Johnson County, Kansas",Private,2,2017-05-01,2017.3333333333333,8837,KS,7.25,0,309630,0,0.028540516099861125
20103,2017,2,"Leavenworth County, Kansas",Private,2,2017-05-01,2017.3333333333333,721,KS,7.25,0,13319,0,0.054133193182671374
20209,2017,2,"Wyandotte County, Kansas",Private,2,2017-05-01,2017.3333333333333,2273,KS,7.25,0,75567,0,0.03007926740508423
29011,2017,2,"Barton County, Missouri",Private,2,2017-05-01,2017.3333333333333,187,MO,7.7,0,2329,0,0.08029197080291971
29013,2017,2,"Bates County, Missouri",Private,2,2017-05-01,2017.3333333333333,174,MO,7.7,0,2594,0,0.06707787201233616
29021,2017,2,"Buchanan County, Missouri",Private,2,2017-05-01,2017.3333333333333,1636,MO,7.7,0,40951,0,0.039950184366682136
29037,2017,2,"Cass County, Missouri",Private,2,2017-05-01,2017.3333333333333,1368,MO,7.7,0,21366,0,0.06402695871946082
29047,2017,2,"Clay County, Missouri",Private,2,2017-05-01,2017.3333333333333,3784,MO,7.7,0,88867,0,0.04258048544454072
29095,2017,2,"Jackson County, Missouri",Private,2,2017-05-01,2017.3333333333333,12130,MO,7.7,0,311792,0,0.03890414122235336
29097,2017,2,"Jasper County, Missouri",Private,2,2017-05-01,2017.3333333333333,2481,MO,7.7,0,54067,0,0.045887509941369045
29145,2017,2,"Newton County, Missouri",Private,2,2017-05-01,2017.3333333333333,689,MO,7.7,0,14194,0,0.048541637311540084
29165,2017,2,"Platte County, Missouri",Private,2,2017-05-01,2017.3333333333333,1701,MO,7.7,0,41203,0,0.041283401694051404
29217,2017,2,"Vernon County, Missouri",Private,2,2017-05-01,2017.3333333333333,278,MO,7.7,0,5484,0,0.050692924872355945
20005,2017,2,"Atchison County, Kansas",Private,3,2017-06-01,2017.4166666666667,233,KS,7.25,0,4619,0,0.050443819008443386
20011,2017,2,"Bourbon County, Kansas",Private,3,2017-06-01,2017.4166666666667,292,KS,7.25,0,5199,0,0.056164647047509134
20013,2017,2,"Brown County, Kansas",Private,3,2017-06-01,2017.4166666666667,112,KS,7.25,0,3652,0,0.030668127053669222
20021,2017,2,"Cherokee County, Kansas",Private,3,2017-06-01,2017.4166666666667,261,KS,7.25,0,4390,0,0.05945330296127563
20091,2017,2,"Johnson County, Kansas",Private,3,2017-06-01,2017.4166666666667,8987,KS,7.25,0,313484,0,0.02866812979290809
20103,2017,2,"Leavenworth County, Kansas",Private,3,2017-06-01,2017.4166666666667,720,KS,7.25,0,13349,0,0.05393662446625215
20209,2017,2,"Wyandotte County, Kansas",Private,3,2017-06-01,2017.4166666666667,2263,KS,7.25,0,75680,0,0.029902219873150105
29011,2017,2,"Barton County, Missouri",Private,3,2017-06-01,2017.4166666666667,190,MO,7.7,0,2337,0,0.08130081300813008
29013,2017,2,"Bates County, Missouri",Private,3,2017-06-01,2017.4166666666667,171,MO,7.7,0,2569,0,0.06656286492798755
29021,2017,2,"Buchanan County, Missouri",Private,3,2017-06-01,2017.4166666666667,1612,MO,7.7,0,41179,0,0.039146166735471964
29037,2017,2,"Cass County, Missouri",Private,3,2017-06-01,2017.4166666666667,1389,MO,7.7,0,20926,0,0.06637675618847366
29047,2017,2,"Clay County, Missouri",Private,3,2017-06-01,2017.4166666666667,3826,MO,7.7,0,90548,0,0.04225383222158413
29095,2017,2,"Jackson County, Missouri",Private,3,2017-06-01,2017.4166666666667,12277,MO,7.7,0,313821,0,0.03912102759216241
29097,2017,2,"Jasper County, Missouri",Private,3,2017-06-01,2017.4166666666667,2465,MO,7.7,0,54296,0,0.04539929276558126
29145,2017,2,"Newton County, Missouri",Private,3,2017-06-01,2017.4166666666667,701,MO,7.7,0,14236,0,0.04924135993256533
29165,2017,2,"Platte County, Missouri",Private,3,2017-06-01,2017.4166666666667,1714,MO,7.7,0,41349,0,0.04145203027884592
29217,2017,2,"Vernon County, Missouri",Private,3,2017-06-01,2017.4166666666667,279,MO,7.7,0,5456,0,0.05113636363636364
20005,2017,3,"Atchison County, Kansas",Private,1,2017-07-01,2017.5,228,KS,7.25,0,4535,0,0.05027563395810364
20011,2017,3,"Bourbon County, Kansas",Private,1,2017-07-01,2017.5,270,KS,7.25,0,5163,0,0.05229517722254503
20013,2017,3,"Brown County, Kansas",Private,1,2017-07-01,2017.5,128,KS,7.25,0,3673,0,0.034848897359107
20021,2017,3,"Cherokee County, Kansas",Private,1,2017-07-01,2017.5,264,KS,7.25,0,4538,0,0.05817540766857646
20091,2017,3,"Johnson County, Kansas",Private,1,2017-07-01,2017.5,9025,KS,7.25,0,315660,0,0.02859088893112843
20103,2017,3,"Leavenworth County, Kansas",Private,1,2017-07-01,2017.5,736,KS,7.25,0,13243,0,0.05557653099750812
20209,2017,3,"Wyandotte County, Kansas",Private,1,2017-07-01,2017.5,2262,KS,7.25,0,77037,0,0.029362514116593325
29011,2017,3,"Barton County, Missouri",Private,1,2017-07-01,2017.5,180,MO,7.7,0,2310,0,0.07792207792207792
29013,2017,3,"Bates County, Missouri",Private,1,2017-07-01,2017.5,159,MO,7.7,0,2507,0,0.0634224172317511
29021,2017,3,"Buchanan County, Missouri",Private,1,2017-07-01,2017.5,1580,MO,7.7,0,41001,0,0.038535645472061654
29037,2017,3,"Cass County, Missouri",Private,1,2017-07-01,2017.5,1319,MO,7.7,0,21061,0,0.06262760552680309
29047,2017,3,"Clay County, Missouri",Private,1,2017-07-01,2017.5,3797,MO,7.7,0,89992,0,0.04219263934571962
29095,2017,3,"Jackson County, Missouri",Private,1,2017-07-01,2017.5,12202,MO,7.7,0,313078,0,0.03897431311047087
29097,2017,3,"Jasper County, Missouri",Private,1,2017-07-01,2017.5,2386,MO,7.7,0,54086,0,0.044114928077506194
29145,2017,3,"Newton County, Missouri",Private,1,2017-07-01,2017.5,668,MO,7.7,0,14103,0,0.047365808693185844
29165,2017,3,"Platte County, Missouri",Private,1,2017-07-01,2017.5,1681,MO,7.7,0,40983,0,0.041017007051704364
29217,2017,3,"Vernon County, Missouri",Private,1,2017-07-01,2017.5,279,MO,7.7,0,5382,0,0.051839464882943144
20005,2017,3,"Atchison County, Kansas",Private,2,2017-08-01,2017.5833333333333,214,KS,7.25,0,4527,0,0.04727192401148664
20011,2017,3,"Bourbon County, Kansas",Private,2,2017-08-01,2017.5833333333333,259,KS,7.25,0,5123,0,0.05055631465937927
20013,2017,3,"Brown County, Kansas",Private,2,2017-08-01,2017.5833333333333,108,KS,7.25,0,3625,0,0.029793103448275862
20021,2017,3,"Cherokee County, Kansas",Private,2,2017-08-01,2017.5833333333333,272,KS,7.25,0,4520,0,0.06017699115044248
20091,2017,3,"Johnson County, Kansas",Private,2,2017-08-01,2017.5833333333333,8905,KS,7.25,0,315345,0,0.028238912936624967
20103,2017,3,"Leavenworth County, Kansas",Private,2,2017-08-01,2017.5833333333333,747,KS,7.25,0,13157,0,0.05677586075853158
20209,2017,3,"Wyandotte County, Kansas",Private,2,2017-08-01,2017.5833333333333,2255,KS,7.25,0,76436,0,0.029501805431995393
29011,2017,3,"Barton County, Missouri",Private,2,2017-08-01,2017.5833333333333,175,MO,7.7,0,2295,0,0.07625272331154684
29013,2017,3,"Bates County, Missouri",Private,2,2017-08-01,2017.5833333333333,160,MO,7.7,0,2536,0,0.06309148264984227
29021,2017,3,"Buchanan County, Missouri",Private,2,2017-08-01,2017.5833333333333,1561,MO,7.7,0,40870,0,0.03819427452899437
29037,2017,3,"Cass County, Missouri",Private,2,2017-08-01,2017.5833333333333,1346,MO,7.7,0,21287,0,0.06323108000187908
29047,2017,3,"Clay County, Missouri",Private,2,2017-08-01,2017.5833333333333,3706,MO,7.7,0,90359,0,0.04101417678371828
29095,2017,3,"Jackson County, Missouri",Private,2,2017-08-01,2017.5833333333333,12105,MO,7.7,0,314195,0,0.03852702939257467
29097,2017,3,"Jasper County, Missouri",Private,2,2017-08-01,2017.5833333333333,2404,MO,7.7,0,54254,0,0.04431009695137686
29145,2017,3,"Newton County, Missouri",Private,2,2017-08-01,2017.5833333333333,677,MO,7.7,0,14154,0,0.04783100183693655
29165,2017,3,"Platte County, Missouri",Private,2,2017-08-01,2017.5833333333333,1646,MO,7.7,0,40919,0,0.04022581196998949
29217,2017,3,"Vernon County, Missouri",Private,2,2017-08-01,2017.5833333333333,275,MO,7.7,0,5377,0,0.05114376046122373
20005,2017,3,"Atchison County, Kansas",Private,3,2017-09-01,2017.6666666666667,211,KS,7.25,0,4620,0,0.04567099567099567
20011,2017,3,"Bourbon County, Kansas",Private,3,2017-09-01,2017.6666666666667,254,KS,7.25,0,5126,0,0.04955130706203668
20013,2017,3,"Brown County, Kansas",Private,3,2017-09-01,2017.6666666666667,110,KS,7.25,0,3571,0,0.03080369644357323
20021,2017,3,"Cherokee County, Kansas",Private,3,2017-09-01,2017.6666666666667,275,KS,7.25,0,4565,0,0.060240963855421686
20091,2017,3,"Johnson County, Kansas",Private,3,2017-09-01,2017.6666666666667,8632,KS,7.25,0,313533,0,0.027531392229845023
20103,2017,3,"Leavenworth County, Kansas",Private,3,2017-09-01,2017.6666666666667,729,KS,7.25,0,13112,0,0.05559792556436852
20209,2017,3,"Wyandotte County, Kansas",Private,3,2017-09-01,2017.6666666666667,2294,KS,7.25,0,77646,0,0.029544342271334
29011,2017,3,"Barton County, Missouri",Private,3,2017-09-01,2017.6666666666667,173,MO,7.7,0,2266,0,0.0763459841129744
29013,2017,3,"Bates County, Missouri",Private,3,2017-09-01,2017.6666666666667,163,MO,7.7,0,2531,0,0.06440142236270249
29021,2017,3,"Buchanan County, Missouri",Private,3,2017-09-01,2017.6666666666667,1550,MO,7.7,0,40811,0,0.03797995638430815
29037,2017,3,"Cass County, Missouri",Private,3,2017-09-01,2017.6666666666667,1306,MO,7.7,0,21225,0,0.06153121319199058
29047,2017,3,"Clay County, Missouri",Private,3,2017-09-01,2017.6666666666667,3649,MO,7.7,0,89902,0,0.040588640964605904
29095,2017,3,"Jackson County, Missouri",Private,3,2017-09-01,2017.6666666666667,12000,MO,7.7,0,312804,0,0.03836268078413319
29097,2017,3,"Jasper County, Missouri",Private,3,2017-09-01,2017.6666666666667,2421,MO,7.7,0,54277,0,0.0446045286216998
29145,2017,3,"Newton County, Missouri",Private,3,2017-09-01,2017.6666666666667,732,MO,7.7,0,14216,0,0.05149127743387732
29165,2017,3,"Platte County, Missouri",Private,3,2017-09-01,2017.6666666666667,1645,MO,7.7,0,40521,0,0.04059623405147948
29217,2017,3,"Vernon County, Missouri",Private,3,2017-09-01,2017.6666666666667,269,MO,7.7,0,5394,0,0.04987022617723396
20005,2017,4,"Atchison County, Kansas",Private,1,2017-10-01,2017.75,212,KS,7.25,0,4578,0,0.04630843162953255
20011,2017,4,"Bourbon County, Kansas",Private,1,2017-10-01,2017.75,230,KS,7.25,0,5099,0,0.0451068837026868
20013,2017,4,"Brown County, Kansas",Private,1,2017-10-01,2017.75,116,KS,7.25,0,3557,0,0.03261175147596289
20021,2017,4,"Cherokee County, Kansas",Private,1,2017-10-01,2017.75,248,KS,7.25,0,4574,0,0.05421950153038916
20091,2017,4,"Johnson County, Kansas",Private,1,2017-10-01,2017.75,8627,KS,7.25,0,315926,0,0.02730702759506973
20103,2017,4,"Leavenworth County, Kansas",Private,1,2017-10-01,2017.75,747,KS,7.25,0,13151,0,0.05680176412440119
20209,2017,4,"Wyandotte County, Kansas",Private,1,2017-10-01,2017.75,2316,KS,7.25,0,77322,0,0.02995266547683712
29011,2017,4,"Barton County, Missouri",Private,1,2017-10-01,2017.75,177,MO,7.7,0,2310,0,0.07662337662337662
29013,2017,4,"Bates County, Missouri",Private,1,2017-10-01,2017.75,161,MO,7.7,0,2570,0,0.06264591439688716
29021,2017,4,"Buchanan County, Missouri",Private,1,2017-10-01,2017.75,1550,MO,7.7,0,40934,0,0.037865832804025994
29037,2017,4,"Cass County, Missouri",Private,1,2017-10-01,2017.75,1309,MO,7.7,0,21220,0,0.0616870876531574
29047,2017,4,"Clay County, Missouri",Private,1,2017-10-01,2017.75,3624,MO,7.7,0,89812,0,0.040350955328909276
29095,2017,4,"Jackson County, Missouri",Private,1,2017-10-01,2017.75,11991,MO,7.7,0,314398,0,0.038139555595137375
29097,2017,4,"Jasper County, Missouri",Private,1,2017-10-01,2017.75,2389,MO,7.7,0,54178,0,0.04409538927239839
29145,2017,4,"Newton County, Missouri",Private,1,2017-10-01,2017.75,729,MO,7.7,0,14244,0,0.051179443976411124
29165,2017,4,"Platte County, Missouri",Private,1,2017-10-01,2017.75,1628,MO,7.7,0,40673,0,0.04002655324170826
29217,2017,4,"Vernon County, Missouri",Private,1,2017-10-01,2017.75,272,MO,7.7,0,5371,0,0.05064233848445355
20005,2017,4,"Atchison County, Kansas",Private,2,2017-11-01,2017.8333333333333,224,KS,7.25,0,4606,0,0.0486322188449848
20011,2017,4,"Bourbon County, Kansas",Private,2,2017-11-01,2017.8333333333333,223,KS,7.25,0,5157,0,0.043242195074655806
20013,2017,4,"Brown County, Kansas",Private,2,2017-11-01,2017.8333333333333,103,KS,7.25,0,3551,0,0.02900591382709096
20021,2017,4,"Cherokee County, Kansas",Private,2,2017-11-01,2017.8333333333333,253,KS,7.25,0,4592,0,0.05509581881533101
20091,2017,4,"Johnson County, Kansas",Private,2,2017-11-01,2017.8333333333333,8649,KS,7.25,0,319162,0,0.02709909074388555
20103,2017,4,"Leavenworth County, Kansas",Private,2,2017-11-01,2017.8333333333333,754,KS,7.25,0,13065,0,0.05771144278606965
20209,2017,4,"Wyandotte County, Kansas",Private,2,2017-11-01,2017.8333333333333,2271,KS,7.25,0,77879,0,0.029160620963289204
29011,2017,4,"Barton County, Missouri",Private,2,2017-11-01,2017.8333333333333,169,MO,7.7,0,2285,0,0.07396061269146609
29013,2017,4,"Bates County, Missouri",Private,2,2017-11-01,2017.8333333333333,165,MO,7.7,0,2547,0,0.06478209658421673
29021,2017,4,"Buchanan County, Missouri",Private,2,2017-11-01,2017.8333333333333,1506,MO,7.7,0,41286,0,0.036477256212759775
29037,2017,4,"Cass County, Missouri",Private,2,2017-11-01,2017.8333333333333,1281,MO,7.7,0,21144,0,0.06058456299659478
29047,2017,4,"Clay County, Missouri",Private,2,2017-11-01,2017.8333333333333,3696,MO,7.7,0,89917,0,0.0411045742184459
29095,2017,4,"Jackson County, Missouri",Private,2,2017-11-01,2017.8333333333333,11930,MO,7.7,0,313405,0,0.03806576155453806
29097,2017,4,"Jasper County, Missouri",Private,2,2017-11-01,2017.8333333333333,2387,MO,7.7,0,54829,0,0.04353535537762863
29145,2017,4,"Newton County, Missouri",Private,2,2017-11-01,2017.8333333333333,706,MO,7.7,0,14207,0,0.049693812909129303
29165,2017,4,"Platte County, Missouri",Private,2,2017-11-01,2017.8333333333333,1603,MO,7.7,0,41297,0,0.03881637891372255
29217,2017,4,"Vernon County, Missouri",Private,2,2017-11-01,2017.8333333333333,270,MO,7.7,0,5368,0,0.05029806259314456
20005,2017,4,"Atchison County, Kansas",Private,3,2017-12-01,2017.9166666666667,204,KS,7.25,0,4559,0,0.04474665496819478
20011,2017,4,"Bourbon County, Kansas",Private,3,2017-12-01,2017.9166666666667,215,KS,7.25,0,5263,0,0.0408512255367661
20013,2017,4,"Brown County, Kansas",Private,3,2017-12-01,2017.9166666666667,106,KS,7.25,0,3573,0,0.02966694654352085
20021,2017,4,"Cherokee County, Kansas",Private,3,2017-12-01,2017.9166666666667,257,KS,7.25,0,4583,0,0.05607680558586079
20091,2017,4,"Johnson County, Kansas",Private,3,2017-12-01,2017.9166666666667,8701,KS,7.25,0,319428,0,0.02723931527605595
20103,2017,4,"Leavenworth County, Kansas",Private,3,2017-12-01,2017.9166666666667,719,KS,7.25,0,12913,0,0.055680322155966855
20209,2017,4,"Wyandotte County, Kansas",Private,3,2017-12-01,2017.9166666666667,2251,KS,7.25,0,78306,0,0.028746200801981966
29011,2017,4,"Barton County, Missouri",Private,3,2017-12-01,2017.9166666666667,166,MO,7.7,0,2280,0,0.07280701754385965
29013,2017,4,"Bates County, Missouri",Private,3,2017-12-01,2017.9166666666667,167,MO,7.7,0,2525,0,0.06613861386138614
29021,2017,4,"Buchanan County, Missouri",Private,3,2017-12-01,2017.9166666666667,1498,MO,7.7,0,41297,0,0.0362738213429547
29037,2017,4,"Cass County, Missouri",Private,3,2017-12-01,2017.9166666666667,1233,MO,7.7,0,20892,0,0.059017805858701894
29047,2017,4,"Clay County, Missouri",Private,3,2017-12-01,2017.9166666666667,3751,MO,7.7,0,90127,0,0.04161904867575754
29095,2017,4,"Jackson County, Missouri",Private,3,2017-12-01,2017.9166666666667,11997,MO,7.7,0,313877,0,0.03822197867317453
29097,2017,4,"Jasper County, Missouri",Private,3,2017-12-01,2017.9166666666667,2394,MO,7.7,0,55087,0,0.04345852923557282
29145,2017,4,"Newton County, Missouri",Private,3,2017-12-01,2017.9166666666667,693,MO,7.7,0,14149,0,0.04897872641176055
29165,2017,4,"Platte County, Missouri",Private,3,2017-12-01,2017.9166666666667,1627,MO,7.7,0,41153,0,0.039535392316477534
29217,2017,4,"Vernon County, Missouri",Private,3,2017-12-01,2017.9166666666667,262,MO,7.7,0,5392,0,0.048590504451038574
20005,2018,1,"Atchison County, Kansas",Private,1,2018-01-01,2018,230,KS,7.25,0,4563,1,0.050405435020819636
20011,2018,1,"Bourbon County, Kansas",Private,1,2018-01-01,2018,212,KS,7.25,0,5159,1,0.04109323512308587
20013,2018,1,"Brown County, Kansas",Private,1,2018-01-01,2018,110,KS,7.25,0,3532,1,0.03114382785956965
20021,2018,1,"Cherokee County, Kansas",Private,1,2018-01-01,2018,235,KS,7.25,0,4467,1,0.05260801432728901
20091,2018,1,"Johnson County, Kansas",Private,1,2018-01-01,2018,8779,KS,7.25,0,313436,1,0.02800890771959826
20103,2018,1,"Leavenworth County, Kansas",Private,1,2018-01-01,2018,711,KS,7.25,0,12405,1,0.05731559854897219
20209,2018,1,"Wyandotte County, Kansas",Private,1,2018-01-01,2018,2173,KS,7.25,0,71566,1,0.030363580471173462
29011,2018,1,"Barton County, Missouri",Private,1,2018-01-01,2018,162,MO,7.85,0.15,2517,1,0.06436233611442194
29013,2018,1,"Bates County, Missouri",Private,1,2018-01-01,2018,165,MO,7.85,0.15,2397,1,0.0688360450563204
29021,2018,1,"Buchanan County, Missouri",Private,1,2018-01-01,2018,1444,MO,7.85,0.15,40638,1,0.03553324474629657
29037,2018,1,"Cass County, Missouri",Private,1,2018-01-01,2018,1253,MO,7.85,0.15,21168,1,0.05919312169312169
29047,2018,1,"Clay County, Missouri",Private,1,2018-01-01,2018,3842,MO,7.85,0.15,85170,1,0.045109780439121755
29095,2018,1,"Jackson County, Missouri",Private,1,2018-01-01,2018,11087,MO,7.85,0.15,306079,1,0.0362226745382728
29097,2018,1,"Jasper County, Missouri",Private,1,2018-01-01,2018,2367,MO,7.85,0.15,50375,1,0.04698759305210918
29145,2018,1,"Newton County, Missouri",Private,1,2018-01-01,2018,616,MO,7.85,0.15,17366,1,0.03547161119428769
29165,2018,1,"Platte County, Missouri",Private,1,2018-01-01,2018,1552,MO,7.85,0.15,41792,1,0.03713629402756508
20005,2018,1,"Atchison County, Kansas",Private,2,2018-02-01,2018.0833333333333,228,KS,7.25,0,4643,1,0.049106181348266206
20011,2018,1,"Bourbon County, Kansas",Private,2,2018-02-01,2018.0833333333333,216,KS,7.25,0,5176,1,0.04173106646058733
20013,2018,1,"Brown County, Kansas",Private,2,2018-02-01,2018.0833333333333,112,KS,7.25,0,3534,1,0.03169213355970572
20021,2018,1,"Cherokee County, Kansas",Private,2,2018-02-01,2018.0833333333333,242,KS,7.25,0,4421,1,0.054738746889843926
20091,2018,1,"Johnson County, Kansas",Private,2,2018-02-01,2018.0833333333333,8738,KS,7.25,0,313104,1,0.027907660074607796
20103,2018,1,"Leavenworth County, Kansas",Private,2,2018-02-01,2018.0833333333333,720,KS,7.25,0,12636,1,0.05698005698005698
20209,2018,1,"Wyandotte County, Kansas",Private,2,2018-02-01,2018.0833333333333,2179,KS,7.25,0,73524,1,0.029636581252380174
29011,2018,1,"Barton County, Missouri",Private,2,2018-02-01,2018.0833333333333,158,MO,7.85,0,2502,1,0.06314948041566747
29013,2018,1,"Bates County, Missouri",Private,2,2018-02-01,2018.0833333333333,156,MO,7.85,0,2393,1,0.0651901379022148
29021,2018,1,"Buchanan County, Missouri",Private,2,2018-02-01,2018.0833333333333,1439,MO,7.85,0,40478,1,0.03555017540392312
29037,2018,1,"Cass County, Missouri",Private,2,2018-02-01,2018.0833333333333,1253,MO,7.85,0,21353,1,0.05868027911768838
29047,2018,1,"Clay County, Missouri",Private,2,2018-02-01,2018.0833333333333,3845,MO,7.85,0,85330,1,0.045060353920075
29095,2018,1,"Jackson County, Missouri",Private,2,2018-02-01,2018.0833333333333,10995,MO,7.85,0,306766,1,0.035841651291212195
29097,2018,1,"Jasper County, Missouri",Private,2,2018-02-01,2018.0833333333333,2395,MO,7.85,0,50495,1,0.0474304386572928
29145,2018,1,"Newton County, Missouri",Private,2,2018-02-01,2018.0833333333333,614,MO,7.85,0,17440,1,0.03520642201834862
29165,2018,1,"Platte County, Missouri",Private,2,2018-02-01,2018.0833333333333,1564,MO,7.85,0,42054,1,0.037190279164883246
20005,2018,1,"Atchison County, Kansas",Private,3,2018-03-01,2018.1666666666667,220,KS,7.25,0,4666,1,0.04714959279897128
20011,2018,1,"Bourbon County, Kansas",Private,3,2018-03-01,2018.1666666666667,226,KS,7.25,0,5248,1,0.0430640243902439
20013,2018,1,"Brown County, Kansas",Private,3,2018-03-01,2018.1666666666667,117,KS,7.25,0,3558,1,0.03288364249578415
20021,2018,1,"Cherokee County, Kansas",Private,3,2018-03-01,2018.1666666666667,237,KS,7.25,0,4394,1,0.053937187073281746
20091,2018,1,"Johnson County, Kansas",Private,3,2018-03-01,2018.1666666666667,8820,KS,7.25,0,313075,1,0.028172163219675795
20103,2018,1,"Leavenworth County, Kansas",Private,3,2018-03-01,2018.1666666666667,752,KS,7.25,0,12803,1,0.05873623369522768
20209,2018,1,"Wyandotte County, Kansas",Private,3,2018-03-01,2018.1666666666667,2276,KS,7.25,0,73271,1,0.031062766988303694
29011,2018,1,"Barton County, Missouri",Private,3,2018-03-01,2018.1666666666667,172,MO,7.85,0,2539,1,0.0677432059866089
29013,2018,1,"Bates County, Missouri",Private,3,2018-03-01,2018.1666666666667,166,MO,7.85,0,2358,1,0.07039864291772689
29021,2018,1,"Buchanan County, Missouri",Private,3,2018-03-01,2018.1666666666667,1488,MO,7.85,0,40706,1,0.03655480764506461
29037,2018,1,"Cass County, Missouri",Private,3,2018-03-01,2018.1666666666667,1289,MO,7.85,0,21614,1,0.059637272138428794
29047,2018,1,"Clay County, Missouri",Private,3,2018-03-01,2018.1666666666667,3891,MO,7.85,0,86628,1,0.04491619337858429
29095,2018,1,"Jackson County, Missouri",Private,3,2018-03-01,2018.1666666666667,11253,MO,7.85,0,308375,1,0.03649128496149169
29097,2018,1,"Jasper County, Missouri",Private,3,2018-03-01,2018.1666666666667,2454,MO,7.85,0,50619,1,0.04847981983049843
29145,2018,1,"Newton County, Missouri",Private,3,2018-03-01,2018.1666666666667,644,MO,7.85,0,17539,1,0.03671817093334854
29165,2018,1,"Platte County, Missouri",Private,3,2018-03-01,2018.1666666666667,1587,MO,7.85,0,42010,1,0.037776719828612235
20005,2018,2,"Atchison County, Kansas",Private,1,2018-04-01,2018.25,230,KS,7.25,0,4688,1,0.04906143344709898
20011,2018,2,"Bourbon County, Kansas",Private,1,2018-04-01,2018.25,234,KS,7.25,0,5347,1,0.04376285767720217
20013,2018,2,"Brown County, Kansas",Private,1,2018-04-01,2018.25,123,KS,7.25,0,3584,1,0.03431919642857143
20021,2018,2,"Cherokee County, Kansas",Private,1,2018-04-01,2018.25,258,KS,7.25,0,4456,1,0.057899461400359065
