Year,County,Employment,State,area_fips,Min_Wage
2018.833333,"Cherokee County, Kansas",0.04771372,Kansas,20021,7.25
2018.916667,"Cherokee County, Kansas",0.04936624,Kansas,20021,7.25
2019,"Cherokee County, Kansas",0.05228031,Kansas,20021,7.25
2019.083333,"Cherokee County, Kansas",0.05393649,Kansas,20021,7.25
2019.166667,"Cherokee County, Kansas",0.05476804,Kansas,20021,7.25
2019.25,"Cherokee County, Kansas",0.05474138,Kansas,20021,7.25
2019.333333,"Cherokee County, Kansas",0.04678239,Kansas,20021,7.25
2019.416667,"Cherokee County, Kansas",0.04733475,Kansas,20021,7.25
2019.5,"Cherokee County, Kansas",0.04579499,Kansas,20021,7.25
2019.583333,"Cherokee County, Kansas",0.0450334,Kansas,20021,7.25
2019.666667,"Cherokee County, Kansas",0.04740161,Kansas,20021,7.25
2019.75,"Cherokee County, Kansas",0.04775281,Kansas,20021,7.25
2019.833333,"Cherokee County, Kansas",0.04609392,Kansas,20021,7.25
2019.916667,"Cherokee County, Kansas",0.04759777,Kansas,20021,7.25
2020,"Cherokee County, Kansas",0.04886797,Kansas,20021,7.25
2020.083333,"Cherokee County, Kansas",0.04368471,Kansas,20021,7.25
2020.166667,"Cherokee County, Kansas",0.04644246,Kansas,20021,7.25
2020.25,"Cherokee County, Kansas",0.05004529,Kansas,20021,7.25
2020.333333,"Cherokee County, Kansas",0.05308924,Kansas,20021,7.25
2020.416667,"Cherokee County, Kansas",0.05467128,Kansas,20021,7.25
2020.5,"Cherokee County, Kansas",0.05359566,Kansas,20021,7.25
2020.583333,"Cherokee County, Kansas",0.0536372,Kansas,20021,7.25
2020.666667,"Cherokee County, Kansas",0.05484841,Kansas,20021,7.25
2020.75,"Cherokee County, Kansas",0.05311566,Kansas,20021,7.25
2020.833333,"Cherokee County, Kansas",0.05190804,Kansas,20021,7.25
2020.916667,"Cherokee County, Kansas",0.05028874,Kansas,20021,7.25
2021,"Cherokee County, Kansas",0.05278242,Kansas,20021,7.25
2021.083333,"Cherokee County, Kansas",0.05477198,Kansas,20021,7.25
2021.166667,"Cherokee County, Kansas",0.05345985,Kansas,20021,7.25
2021.25,"Cherokee County, Kansas",0.05219591,Kansas,20021,7.25
2021.333333,"Cherokee County, Kansas",0.04951857,Kansas,20021,7.25
2021.416667,"Cherokee County, Kansas",0.04892547,Kansas,20021,7.25
2021.5,"Cherokee County, Kansas",0.05143377,Kansas,20021,7.25
2021.583333,"Cherokee County, Kansas",0.05037271,Kansas,20021,7.25
2021.666667,"Cherokee County, Kansas",0.04918033,Kansas,20021,7.25
2021.75,"Cherokee County, Kansas",0.05128205,Kansas,20021,7.25
2021.833333,"Cherokee County, Kansas",0.04982699,Kansas,20021,7.25
2021.916667,"Cherokee County, Kansas",0.04570766,Kansas,20021,7.25
2022,"Cherokee County, Kansas",0.04651163,Kansas,20021,7.25
2022.083333,"Cherokee County, Kansas",0.05235838,Kansas,20021,7.25
2022.166667,"Cherokee County, Kansas",0.05473306,Kansas,20021,7.25
2022.25,"Cherokee County, Kansas",0.05331541,Kansas,20021,7.25
2022.333333,"Cherokee County, Kansas",0.05111966,Kansas,20021,7.25
2022.416667,"Cherokee County, Kansas",0.04870349,Kansas,20021,7.25
2022.5,"Cherokee County, Kansas",0.05076258,Kansas,20021,7.25
2022.583333,"Cherokee County, Kansas",0.05410239,Kansas,20021,7.25
2022.666667,"Cherokee County, Kansas",0.05357143,Kansas,20021,7.25
2022.75,"Cherokee County, Kansas",0.0519337,Kansas,20021,7.25
2022.833333,"Cherokee County, Kansas",0.05037069,Kansas,20021,7.25
2022.916667,"Cherokee County, Kansas",0.05128765,Kansas,20021,7.25
2023,"Cherokee County, Kansas",0.05189792,Kansas,20021,7.25
2011.083333,"Clay County, Missouri",0.03881543,Missouri,29047,7.25
2011.166667,"Clay County, Missouri",0.04018334,Missouri,29047,7.25
2011.25,"Clay County, Missouri",0.03958243,Missouri,29047,7.25
2011.333333,"Clay County, Missouri",0.03988627,Missouri,29047,7.25
2011.416667,"Clay County, Missouri",0.04126606,Missouri,29047,7.25
2011.5,"Clay County, Missouri",0.03880094,Missouri,29047,7.25
2011.583333,"Clay County, Missouri",0.03938607,Missouri,29047,7.25
2011.666667,"Clay County, Missouri",0.03988581,Missouri,29047,7.25
2011.75,"Clay County, Missouri",0.04001243,Missouri,29047,7.25
2011.833333,"Clay County, Missouri",0.04226182,Missouri,29047,7.25
2011.916667,"Clay County, Missouri",0.04300037,Missouri,29047,7.25
2012,"Clay County, Missouri",0.04257717,Missouri,29047,7.25
2012.083333,"Clay County, Missouri",0.04256503,Missouri,29047,7.25
2012.166667,"Clay County, Missouri",0.04487225,Missouri,29047,7.25
2012.25,"Clay County, Missouri",0.04428846,Missouri,29047,7.25
2012.333333,"Clay County, Missouri",0.04391869,Missouri,29047,7.25
2012.416667,"Clay County, Missouri",0.04397318,Missouri,29047,7.25
2012.5,"Clay County, Missouri",0.04296249,Missouri,29047,7.25
2012.583333,"Clay County, Missouri",0.04433098,Missouri,29047,7.25
2012.666667,"Clay County, Missouri",0.0439127,Missouri,29047,7.25
2012.75,"Clay County, Missouri",0.04512145,Missouri,29047,7.25
2012.833333,"Clay County, Missouri",0.0442003,Missouri,29047,7.25
2012.916667,"Clay County, Missouri",0.04319792,Missouri,29047,7.25
2013,"Clay County, Missouri",0.04332251,Missouri,29047,7.35
2013.083333,"Clay County, Missouri",0.04338882,Missouri,29047,7.35
2013.166667,"Clay County, Missouri",0.04318973,Missouri,29047,7.35
2013.25,"Clay County, Missouri",0.04299955,Missouri,29047,7.35
2013.333333,"Clay County, Missouri",0.04508158,Missouri,29047,7.35
2013.416667,"Clay County, Missouri",0.04392387,Missouri,29047,7.35
2013.5,"Clay County, Missouri",0.04298792,Missouri,29047,7.35
2013.583333,"Clay County, Missouri",0.04256073,Missouri,29047,7.35
2013.666667,"Clay County, Missouri",0.04204574,Missouri,29047,7.35
2013.75,"Clay County, Missouri",0.04233905,Missouri,29047,7.35
2013.833333,"Clay County, Missouri",0.04335611,Missouri,29047,7.35
2013.916667,"Clay County, Missouri",0.04128238,Missouri,29047,7.35
2014,"Clay County, Missouri",0.04268849,Missouri,29047,7.5
2014.083333,"Clay County, Missouri",0.04252802,Missouri,29047,7.5
2014.166667,"Clay County, Missouri",0.04269098,Missouri,29047,7.5
2014.25,"Clay County, Missouri",0.04285696,Missouri,29047,7.5
2014.333333,"Clay County, Missouri",0.04279129,Missouri,29047,7.5
2014.416667,"Clay County, Missouri",0.04206218,Missouri,29047,7.5
2014.5,"Clay County, Missouri",0.04215627,Missouri,29047,7.5
2014.583333,"Clay County, Missouri",0.04152764,Missouri,29047,7.5
2014.666667,"Clay County, Missouri",0.04155111,Missouri,29047,7.5
2014.75,"Clay County, Missouri",0.04207242,Missouri,29047,7.5
2014.833333,"Clay County, Missouri",0.04280634,Missouri,29047,7.5
2014.916667,"Clay County, Missouri",0.04334559,Missouri,29047,7.5
2015,"Clay County, Missouri",0.04352913,Missouri,29047,7.65
2015.083333,"Clay County, Missouri",0.04252988,Missouri,29047,7.65
2015.166667,"Clay County, Missouri",0.0430301,Missouri,29047,7.65
2015.25,"Clay County, Missouri",0.04434186,Missouri,29047,7.65
2015.333333,"Clay County, Missouri",0.04558928,Missouri,29047,7.65
2015.416667,"Clay County, Missouri",0.0449488,Missouri,29047,7.65
2015.5,"Clay County, Missouri",0.04382427,Missouri,29047,7.65
2015.583333,"Clay County, Missouri",0.0424438,Missouri,29047,7.65
2015.666667,"Clay County, Missouri",0.04382727,Missouri,29047,7.65
2015.75,"Clay County, Missouri",0.04383208,Missouri,29047,7.65
2015.833333,"Clay County, Missouri",0.04188754,Missouri,29047,7.65
2015.916667,"Clay County, Missouri",0.041753,Missouri,29047,7.65
2016,"Clay County, Missouri",0.04212154,Missouri,29047,7.65
2016.083333,"Clay County, Missouri",0.04196369,Missouri,29047,7.65
2016.166667,"Clay County, Missouri",0.04243702,Missouri,29047,7.65
2016.25,"Clay County, Missouri",0.04273504,Missouri,29047,7.65
2016.333333,"Clay County, Missouri",0.04191535,Missouri,29047,7.65
2016.416667,"Clay County, Missouri",0.04207523,Missouri,29047,7.65
2016.5,"Clay County, Missouri",0.04070004,Missouri,29047,7.65
2016.583333,"Clay County, Missouri",0.04061854,Missouri,29047,7.65
2016.666667,"Clay County, Missouri",0.04080619,Missouri,29047,7.65
2016.75,"Clay County, Missouri",0.04117714,Missouri,29047,7.65
2016.833333,"Clay County, Missouri",0.04209723,Missouri,29047,7.65
2016.916667,"Clay County, Missouri",0.04246595,Missouri,29047,7.65
2017,"Clay County, Missouri",0.04232561,Missouri,29047,7.7
2017.083333,"Clay County, Missouri",0.04233037,Missouri,29047,7.7
2017.166667,"Clay County, Missouri",0.04258049,Missouri,29047,7.7
2017.25,"Clay County, Missouri",0.04225383,Missouri,29047,7.7
2017.333333,"Clay County, Missouri",0.04219264,Missouri,29047,7.7
2017.416667,"Clay County, Missouri",0.04101418,Missouri,29047,7.7
2017.5,"Clay County, Missouri",0.04058864,Missouri,29047,7.7
2017.583333,"Clay County, Missouri",0.04035096,Missouri,29047,7.7
2017.666667,"Clay County, Missouri",0.04110457,Missouri,29047,7.7
2017.75,"Clay County, Missouri",0.04161905,Missouri,29047,7.7
2017.833333,"Clay County, Missouri",0.04510978,Missouri,29047,7.7
2017.916667,"Clay County, Missouri",0.04506035,Missouri,29047,7.7
2018,"Clay County, Missouri",0.04491619,Missouri,29047,7.85
2018.083333,"Clay County, Missouri",0.04475985,Missouri,29047,7.85
2018.166667,"Clay County, Missouri",0.0452743,Missouri,29047,7.85
2018.25,"Clay County, Missouri",0.04499389,Missouri,29047,7.85
2018.333333,"Clay County, Missouri",0.04469673,Missouri,29047,7.85
2018.416667,"Clay County, Missouri",0.04492353,Missouri,29047,7.85
2018.5,"Clay County, Missouri",0.04395,Missouri,29047,7.85
2018.583333,"Clay County, Missouri",0.04410087,Missouri,29047,7.85
2018.666667,"Clay County, Missouri",0.0436715,Missouri,29047,7.85
2018.75,"Clay County, Missouri",0.04440343,Missouri,29047,7.85
2018.833333,"Clay County, Missouri",0.04424861,Missouri,29047,7.85
2018.916667,"Clay County, Missouri",0.04508121,Missouri,29047,7.85
2019,"Clay County, Missouri",0.04476249,Missouri,29047,8.6
2019.083333,"Clay County, Missouri",0.04393258,Missouri,29047,8.6
2019.166667,"Clay County, Missouri",0.04427688,Missouri,29047,8.6
2019.25,"Clay County, Missouri",0.04532092,Missouri,29047,8.6
2019.333333,"Clay County, Missouri",0.04519068,Missouri,29047,8.6
2019.416667,"Clay County, Missouri",0.0452412,Missouri,29047,8.6
2019.5,"Clay County, Missouri",0.04429093,Missouri,29047,8.6
2019.583333,"Clay County, Missouri",0.04457488,Missouri,29047,8.6
2019.666667,"Clay County, Missouri",0.04480257,Missouri,29047,8.6
2019.75,"Clay County, Missouri",0.04508417,Missouri,29047,8.6
2019.833333,"Clay County, Missouri",0.0472354,Missouri,29047,8.6
2019.916667,"Clay County, Missouri",0.04646038,Missouri,29047,8.6
2020,"Clay County, Missouri",0.04636053,Missouri,29047,9.45
2020.083333,"Clay County, Missouri",0.04399915,Missouri,29047,9.45
2020.166667,"Clay County, Missouri",0.04741581,Missouri,29047,9.45
2020.25,"Clay County, Missouri",0.04845742,Missouri,29047,9.45
2020.333333,"Clay County, Missouri",0.04847686,Missouri,29047,9.45
2020.416667,"Clay County, Missouri",0.04736933,Missouri,29047,9.45
2020.5,"Clay County, Missouri",0.04730906,Missouri,29047,9.45
2020.583333,"Clay County, Missouri",0.04723815,Missouri,29047,9.45
2020.666667,"Clay County, Missouri",0.04674185,Missouri,29047,9.45
2020.75,"Clay County, Missouri",0.04600007,Missouri,29047,9.45
2020.833333,"Clay County, Missouri",0.04633196,Missouri,29047,9.45
2020.916667,"Clay County, Missouri",0.04660457,Missouri,29047,9.45
2021,"Clay County, Missouri",0.04620741,Missouri,29047,10.3
2021.083333,"Clay County, Missouri",0.04737376,Missouri,29047,10.3
2021.166667,"Clay County, Missouri",0.04768857,Missouri,29047,10.3
2021.25,"Clay County, Missouri",0.04850421,Missouri,29047,10.3
2021.333333,"Clay County, Missouri",0.04745928,Missouri,29047,10.3
2021.416667,"Clay County, Missouri",0.04637054,Missouri,29047,10.3
2021.5,"Clay County, Missouri",0.04646488,Missouri,29047,10.3
2021.583333,"Clay County, Missouri",0.04494068,Missouri,29047,10.3
2021.666667,"Clay County, Missouri",0.04499305,Missouri,29047,10.3
2021.75,"Clay County, Missouri",0.04498743,Missouri,29047,10.3
2021.833333,"Clay County, Missouri",0.04451754,Missouri,29047,10.3
2021.916667,"Clay County, Missouri",0.04586022,Missouri,29047,10.3
2022,"Clay County, Missouri",0.04574341,Missouri,29047,11.15
2022.083333,"Clay County, Missouri",0.04591072,Missouri,29047,11.15
2022.166667,"Clay County, Missouri",0.04573461,Missouri,29047,11.15
2022.25,"Clay County, Missouri",0.04610121,Missouri,29047,11.15
2022.333333,"Clay County, Missouri",0.0469366,Missouri,29047,11.15
2022.416667,"Clay County, Missouri",0.04611818,Missouri,29047,11.15
2022.5,"Clay County, Missouri",0.04526229,Missouri,29047,11.15
2022.583333,"Clay County, Missouri",0.04452829,Missouri,29047,11.15
2022.666667,"Clay County, Missouri",0.04428805,Missouri,29047,11.15
2022.75,"Clay County, Missouri",0.04377868,Missouri,29047,11.15
2022.833333,"Clay County, Missouri",0.0458176,Missouri,29047,11.15
2022.916667,"Clay County, Missouri",0.04603209,Missouri,29047,11.15
2023,"Clay County, Missouri",0.0463946,Missouri,29047,12
2011.083333,"Jackson County, Missouri",0.03494855,Missouri,29095,7.25
2011.166667,"Jackson County, Missouri",0.03582688,Missouri,29095,7.25
2011.25,"Jackson County, Missouri",0.03626367,Missouri,29095,7.25
2011.333333,"Jackson County, Missouri",0.03581445,Missouri,29095,7.25
2011.416667,"Jackson County, Missouri",0.0355876,Missouri,29095,7.25
2011.5,"Jackson County, Missouri",0.03542541,Missouri,29095,7.25
2011.583333,"Jackson County, Missouri",0.03569203,Missouri,29095,7.25
2011.666667,"Jackson County, Missouri",0.03549313,Missouri,29095,7.25
2011.75,"Jackson County, Missouri",0.03516467,Missouri,29095,7.25
2011.833333,"Jackson County, Missouri",0.03446359,Missouri,29095,7.25
2011.916667,"Jackson County, Missouri",0.03453631,Missouri,29095,7.25
2012,"Jackson County, Missouri",0.03496226,Missouri,29095,7.25
2012.083333,"Jackson County, Missouri",0.03500675,Missouri,29095,7.25
2012.166667,"Jackson County, Missouri",0.03554934,Missouri,29095,7.25
2012.25,"Jackson County, Missouri",0.03559212,Missouri,29095,7.25
2012.333333,"Jackson County, Missouri",0.03549633,Missouri,29095,7.25
2012.416667,"Jackson County, Missouri",0.03593655,Missouri,29095,7.25
2012.5,"Jackson County, Missouri",0.03555151,Missouri,29095,7.25
2012.583333,"Jackson County, Missouri",0.03514017,Missouri,29095,7.25
2012.666667,"Jackson County, Missouri",0.03525868,Missouri,29095,7.25
2012.75,"Jackson County, Missouri",0.03518453,Missouri,29095,7.25
2012.833333,"Jackson County, Missouri",0.03549765,Missouri,29095,7.25
2012.916667,"Jackson County, Missouri",0.03542241,Missouri,29095,7.25
2013,"Jackson County, Missouri",0.03563382,Missouri,29095,7.35
2013.083333,"Jackson County, Missouri",0.03596277,Missouri,29095,7.35
2013.166667,"Jackson County, Missouri",0.03690816,Missouri,29095,7.35
2013.25,"Jackson County, Missouri",0.03686502,Missouri,29095,7.35
2013.333333,"Jackson County, Missouri",0.03699256,Missouri,29095,7.35
2013.416667,"Jackson County, Missouri",0.0364064,Missouri,29095,7.35
2013.5,"Jackson County, Missouri",0.03615248,Missouri,29095,7.35
2013.583333,"Jackson County, Missouri",0.03671923,Missouri,29095,7.35
2013.666667,"Jackson County, Missouri",0.03648144,Missouri,29095,7.35
2013.75,"Jackson County, Missouri",0.03652363,Missouri,29095,7.35
2013.833333,"Jackson County, Missouri",0.03832245,Missouri,29095,7.35
2013.916667,"Jackson County, Missouri",0.03744385,Missouri,29095,7.35
2014,"Jackson County, Missouri",0.03779684,Missouri,29095,7.5
2014.083333,"Jackson County, Missouri",0.0387344,Missouri,29095,7.5
2014.166667,"Jackson County, Missouri",0.03873253,Missouri,29095,7.5
2014.25,"Jackson County, Missouri",0.03867802,Missouri,29095,7.5
2014.333333,"Jackson County, Missouri",0.03824428,Missouri,29095,7.5
2014.416667,"Jackson County, Missouri",0.03802417,Missouri,29095,7.5
2014.5,"Jackson County, Missouri",0.03783096,Missouri,29095,7.5
2014.583333,"Jackson County, Missouri",0.03775945,Missouri,29095,7.5
2014.666667,"Jackson County, Missouri",0.03734281,Missouri,29095,7.5
2014.75,"Jackson County, Missouri",0.0374585,Missouri,29095,7.5
2014.833333,"Jackson County, Missouri",0.03828366,Missouri,29095,7.5
2014.916667,"Jackson County, Missouri",0.0379064,Missouri,29095,7.5
2015,"Jackson County, Missouri",0.03828991,Missouri,29095,7.65
2015.083333,"Jackson County, Missouri",0.03863765,Missouri,29095,7.65
2015.166667,"Jackson County, Missouri",0.03906885,Missouri,29095,7.65
2015.25,"Jackson County, Missouri",0.03872951,Missouri,29095,7.65
2015.333333,"Jackson County, Missouri",0.03871219,Missouri,29095,7.65
2015.416667,"Jackson County, Missouri",0.03830825,Missouri,29095,7.65
2015.5,"Jackson County, Missouri",0.03852954,Missouri,29095,7.65
2015.583333,"Jackson County, Missouri",0.03826813,Missouri,29095,7.65
2015.666667,"Jackson County, Missouri",0.038403,Missouri,29095,7.65
2015.75,"Jackson County, Missouri",0.03874987,Missouri,29095,7.65
2015.833333,"Jackson County, Missouri",0.03803365,Missouri,29095,7.65
2015.916667,"Jackson County, Missouri",0.03775657,Missouri,29095,7.65
2016,"Jackson County, Missouri",0.0382192,Missouri,29095,7.65
2016.083333,"Jackson County, Missouri",0.03901409,Missouri,29095,7.65
2016.166667,"Jackson County, Missouri",0.03955926,Missouri,29095,7.65
2016.25,"Jackson County, Missouri",0.03941911,Missouri,29095,7.65
2016.333333,"Jackson County, Missouri",0.03834372,Missouri,29095,7.65
2016.416667,"Jackson County, Missouri",0.03805779,Missouri,29095,7.65
2016.5,"Jackson County, Missouri",0.03737648,Missouri,29095,7.65
2016.583333,"Jackson County, Missouri",0.03772189,Missouri,29095,7.65
2016.666667,"Jackson County, Missouri",0.03752255,Missouri,29095,7.65
2016.75,"Jackson County, Missouri",0.03776913,Missouri,29095,7.65
2016.833333,"Jackson County, Missouri",0.03850247,Missouri,29095,7.65
2016.916667,"Jackson County, Missouri",0.03856445,Missouri,29095,7.65
2017,"Jackson County, Missouri",0.03893335,Missouri,29095,7.7
2017.083333,"Jackson County, Missouri",0.03853419,Missouri,29095,7.7
2017.166667,"Jackson County, Missouri",0.03890414,Missouri,29095,7.7
2017.25,"Jackson County, Missouri",0.03912103,Missouri,29095,7.7
2017.333333,"Jackson County, Missouri",0.03897431,Missouri,29095,7.7
2017.416667,"Jackson County, Missouri",0.03852703,Missouri,29095,7.7
2017.5,"Jackson County, Missouri",0.03836268,Missouri,29095,7.7
2017.583333,"Jackson County, Missouri",0.03813956,Missouri,29095,7.7
2017.666667,"Jackson County, Missouri",0.03806576,Missouri,29095,7.7
2017.75,"Jackson County, Missouri",0.03822198,Missouri,29095,7.7
2017.833333,"Jackson County, Missouri",0.03622267,Missouri,29095,7.7
2017.916667,"Jackson County, Missouri",0.03584165,Missouri,29095,7.7
2018,"Jackson County, Missouri",0.03649128,Missouri,29095,7.85
2018.083333,"Jackson County, Missouri",0.03632139,Missouri,29095,7.85
2018.166667,"Jackson County, Missouri",0.03648636,Missouri,29095,7.85
2018.25,"Jackson County, Missouri",0.03688393,Missouri,29095,7.85
2018.333333,"Jackson County, Missouri",0.03646797,Missouri,29095,7.85
2018.416667,"Jackson County, Missouri",0.03600464,Missouri,29095,7.85
2018.5,"Jackson County, Missouri",0.03553476,Missouri,29095,7.85
2018.583333,"Jackson County, Missouri",0.03521158,Missouri,29095,7.85
2018.666667,"Jackson County, Missouri",0.03544654,Missouri,29095,7.85
2018.75,"Jackson County, Missouri",0.03523783,Missouri,29095,7.85
2018.833333,"Jackson County, Missouri",0.03600221,Missouri,29095,7.85
2018.916667,"Jackson County, Missouri",0.0360779,Missouri,29095,7.85
2019,"Jackson County, Missouri",0.03636608,Missouri,29095,8.6
2019.083333,"Jackson County, Missouri",0.03602022,Missouri,29095,8.6
2019.166667,"Jackson County, Missouri",0.03633065,Missouri,29095,8.6
2019.25,"Jackson County, Missouri",0.0365058,Missouri,29095,8.6
2019.333333,"Jackson County, Missouri",0.03701138,Missouri,29095,8.6
2019.416667,"Jackson County, Missouri",0.03729642,Missouri,29095,8.6
2019.5,"Jackson County, Missouri",0.0363574,Missouri,29095,8.6
2019.583333,"Jackson County, Missouri",0.03594843,Missouri,29095,8.6
2019.666667,"Jackson County, Missouri",0.03621133,Missouri,29095,8.6
2019.75,"Jackson County, Missouri",0.03605289,Missouri,29095,8.6
2019.833333,"Jackson County, Missouri",0.0366796,Missouri,29095,8.6
2019.916667,"Jackson County, Missouri",0.03691186,Missouri,29095,8.6
2020,"Jackson County, Missouri",0.03701147,Missouri,29095,9.45
2020.083333,"Jackson County, Missouri",0.03308543,Missouri,29095,9.45
2020.166667,"Jackson County, Missouri",0.0359921,Missouri,29095,9.45
2020.25,"Jackson County, Missouri",0.03762154,Missouri,29095,9.45
2020.333333,"Jackson County, Missouri",0.03862534,Missouri,29095,9.45
2020.416667,"Jackson County, Missouri",0.03832254,Missouri,29095,9.45
2020.5,"Jackson County, Missouri",0.03771066,Missouri,29095,9.45
2020.583333,"Jackson County, Missouri",0.03749555,Missouri,29095,9.45
2020.666667,"Jackson County, Missouri",0.03688725,Missouri,29095,9.45
2020.75,"Jackson County, Missouri",0.0373093,Missouri,29095,9.45
2020.833333,"Jackson County, Missouri",0.03732594,Missouri,29095,9.45
2020.916667,"Jackson County, Missouri",0.0370927,Missouri,29095,9.45
2021,"Jackson County, Missouri",0.03710854,Missouri,29095,10.3
2021.083333,"Jackson County, Missouri",0.03650644,Missouri,29095,10.3
2021.166667,"Jackson County, Missouri",0.03675332,Missouri,29095,10.3
2021.25,"Jackson County, Missouri",0.03744721,Missouri,29095,10.3
2021.333333,"Jackson County, Missouri",0.03735868,Missouri,29095,10.3
2021.416667,"Jackson County, Missouri",0.03686371,Missouri,29095,10.3
2021.5,"Jackson County, Missouri",0.03685407,Missouri,29095,10.3
2021.583333,"Jackson County, Missouri",0.03629094,Missouri,29095,10.3
2021.666667,"Jackson County, Missouri",0.03624383,Missouri,29095,10.3
2021.75,"Jackson County, Missouri",0.03676225,Missouri,29095,10.3
2021.833333,"Jackson County, Missouri",0.03754478,Missouri,29095,10.3
2021.916667,"Jackson County, Missouri",0.03779247,Missouri,29095,10.3
2022,"Jackson County, Missouri",0.03833439,Missouri,29095,11.15
2022.083333,"Jackson County, Missouri",0.0380315,Missouri,29095,11.15
2022.166667,"Jackson County, Missouri",0.03829583,Missouri,29095,11.15
2022.25,"Jackson County, Missouri",0.03847073,Missouri,29095,11.15
2022.333333,"Jackson County, Missouri",0.03773029,Missouri,29095,11.15
2022.416667,"Jackson County, Missouri",0.03701092,Missouri,29095,11.15
2022.5,"Jackson County, Missouri",0.03668785,Missouri,29095,11.15
2022.583333,"Jackson County, Missouri",0.03648236,Missouri,29095,11.15
2022.666667,"Jackson County, Missouri",0.0365933,Missouri,29095,11.15
2022.75,"Jackson County, Missouri",0.03715214,Missouri,29095,11.15
2022.833333,"Jackson County, Missouri",0.03672258,Missouri,29095,11.15
2022.916667,"Jackson County, Missouri",0.03632588,Missouri,29095,11.15
2023,"Jackson County, Missouri",0.03668526,Missouri,29095,12
2011.083333,"Jasper County, Missouri",0.03926843,Missouri,29097,7.25
2011.166667,"Jasper County, Missouri",0.03979569,Missouri,29097,7.25
2011.25,"Jasper County, Missouri",0.04211225,Missouri,29097,7.25
2011.333333,"Jasper County, Missouri",0.04063677,Missouri,29097,7.25
2011.416667,"Jasper County, Missouri",0.03990275,Missouri,29097,7.25
2011.5,"Jasper County, Missouri",0.04074765,Missouri,29097,7.25
2011.583333,"Jasper County, Missouri",0.04028742,Missouri,29097,7.25
2011.666667,"Jasper County, Missouri",0.03983945,Missouri,29097,7.25
2011.75,"Jasper County, Missouri",0.03927922,Missouri,29097,7.25
2011.833333,"Jasper County, Missouri",0.03939155,Missouri,29097,7.25
2011.916667,"Jasper County, Missouri",0.03908424,Missouri,29097,7.25
2012,"Jasper County, Missouri",0.04108818,Missouri,29097,7.25
2012.083333,"Jasper County, Missouri",0.04225889,Missouri,29097,7.25
2012.166667,"Jasper County, Missouri",0.04153412,Missouri,29097,7.25
2012.25,"Jasper County, Missouri",0.04116368,Missouri,29097,7.25
2012.333333,"Jasper County, Missouri",0.04053567,Missouri,29097,7.25
2012.416667,"Jasper County, Missouri",0.04041698,Missouri,29097,7.25
2012.5,"Jasper County, Missouri",0.04010432,Missouri,29097,7.25
2012.583333,"Jasper County, Missouri",0.03914413,Missouri,29097,7.25
2012.666667,"Jasper County, Missouri",0.03851697,Missouri,29097,7.25
2012.75,"Jasper County, Missouri",0.03926619,Missouri,29097,7.25
2012.833333,"Jasper County, Missouri",0.03568437,Missouri,29097,7.25
2012.916667,"Jasper County, Missouri",0.03536953,Missouri,29097,7.25
2013,"Jasper County, Missouri",0.03634612,Missouri,29097,7.35
2013.083333,"Jasper County, Missouri",0.03806715,Missouri,29097,7.35
2013.166667,"Jasper County, Missouri",0.03982957,Missouri,29097,7.35
2013.25,"Jasper County, Missouri",0.03849497,Missouri,29097,7.35
2013.333333,"Jasper County, Missouri",0.03627397,Missouri,29097,7.35
2013.416667,"Jasper County, Missouri",0.03523795,Missouri,29097,7.35
2013.5,"Jasper County, Missouri",0.03518582,Missouri,29097,7.35
2013.583333,"Jasper County, Missouri",0.03591129,Missouri,29097,7.35
2013.666667,"Jasper County, Missouri",0.03533835,Missouri,29097,7.35
2013.75,"Jasper County, Missouri",0.03540791,Missouri,29097,7.35
2013.833333,"Jasper County, Missouri",0.03629827,Missouri,29097,7.35
2013.916667,"Jasper County, Missouri",0.03608897,Missouri,29097,7.35
2014,"Jasper County, Missouri",0.03672617,Missouri,29097,7.5
2014.083333,"Jasper County, Missouri",0.03760558,Missouri,29097,7.5
2014.166667,"Jasper County, Missouri",0.03799366,Missouri,29097,7.5
2014.25,"Jasper County, Missouri",0.03710196,Missouri,29097,7.5
2014.333333,"Jasper County, Missouri",0.03711273,Missouri,29097,7.5
2014.416667,"Jasper County, Missouri",0.03857812,Missouri,29097,7.5
2014.5,"Jasper County, Missouri",0.03857179,Missouri,29097,7.5
2014.583333,"Jasper County, Missouri",0.03741243,Missouri,29097,7.5
2014.666667,"Jasper County, Missouri",0.03626914,Missouri,29097,7.5
2014.75,"Jasper County, Missouri",0.03670018,Missouri,29097,7.5
2014.833333,"Jasper County, Missouri",0.03933045,Missouri,29097,7.5
2014.916667,"Jasper County, Missouri",0.03930315,Missouri,29097,7.5
2015,"Jasper County, Missouri",0.03981987,Missouri,29097,7.65
2015.083333,"Jasper County, Missouri",0.0415635,Missouri,29097,7.65
2015.166667,"Jasper County, Missouri",0.04252274,Missouri,29097,7.65
2015.25,"Jasper County, Missouri",0.04189319,Missouri,29097,7.65
2015.333333,"Jasper County, Missouri",0.04084726,Missouri,29097,7.65
2015.416667,"Jasper County, Missouri",0.04103165,Missouri,29097,7.65
2015.5,"Jasper County, Missouri",0.04063529,Missouri,29097,7.65
2015.583333,"Jasper County, Missouri",0.04096714,Missouri,29097,7.65
2015.666667,"Jasper County, Missouri",0.04070851,Missouri,29097,7.65
2015.75,"Jasper County, Missouri",0.04042311,Missouri,29097,7.65
